"team","squad_number","player_name","player_name_zh","player_name_zh_status","wikipedia_title","position","date_of_birth","club","club_country","caps","goals","squad_status","availability","source_url","verified_at"
"Morocco","24","Neil El Aynaoui","","missing_zh_label","Neil_El_Aynaoui","MF","2001-07-02","Roma","Italian Football Federation","16","2","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Morocco","25","Redouane Halhal","","missing_zh_label","Redouane_Halhal","DF","2003-03-05","Mechelen","Royal Belgian Football Association","3","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Morocco","26","Anass Salah-Eddine","","missing_zh_label","Anass_Salah-Eddine","DF","2002-01-18","PSV Eindhoven","Royal Dutch Football Association","9","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","1","Angus Gunn","","missing_zh_label","Angus_Gunn","GK","1996-01-22","Nottingham Forest","The Football Association","22","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","2","Aaron Hickey","","missing_zh_label","Aaron_Hickey","DF","2002-06-10","Brentford","The Football Association","21","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","3","Andy Robertson","","missing_zh_label","Andy_Robertson","DF","1994-03-11","Liverpool","The Football Association","94","4","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","4","Scott McTominay","","missing_zh_label","Scott_McTominay","MF","1996-12-08","Napoli","Italian Football Federation","70","15","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","5","Grant Hanley","","missing_zh_label","Grant_Hanley","DF","1991-11-20","Hibernian","Scottish Football Association","68","2","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","6","Kieran Tierney","","missing_zh_label","Kieran_Tierney","DF","1997-06-05","Celtic","Scottish Football Association","56","2","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","7","John McGinn","","missing_zh_label","John_McGinn","MF","1994-10-18","Aston Villa","The Football Association","86","20","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","8","Tyler Fletcher","","missing_zh_label","Tyler_Fletcher","MF","2007-03-19","Manchester United","The Football Association","2","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","9","Lyndon Dykes","","missing_zh_label","Lyndon_Dykes","FW","1995-10-07","Charlton Athletic","The Football Association","51","10","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","10","Ché Adams","","missing_zh_label","Ché_Adams","FW","1996-07-13","Torino","Italian Football Federation","47","13","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","11","Ryan Christie","","missing_zh_label","Ryan_Christie","MF","1995-02-22","Bournemouth","The Football Association","68","10","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","12","Liam Kelly","","missing_zh_label","Liam_Kelly_(footballer,_born_1996)","GK","1996-01-23","Rangers","Scottish Football Association","3","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","13","Jack Hendry","","missing_zh_label","Jack_Hendry_(footballer,_born_1995)","DF","1995-05-07","Al-Ettifaq","Saudi Arabian Football Federation","38","3","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","14","Ross Stewart","","missing_zh_label","Ross_Stewart_(footballer,_born_1996)","FW","1996-07-11","Southampton","The Football Association","3","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","15","John Souttar","","missing_zh_label","John_Souttar","DF","1996-09-25","Rangers","Scottish Football Association","24","2","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","16","Dominic Hyam","","missing_zh_label","Dominic_Hyam","DF","1995-12-20","Wrexham","Football Association of Wales","4","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","17","Ben Gannon-Doak","","missing_zh_label","Ben_Gannon-Doak","FW","2005-11-11","Bournemouth","The Football Association","14","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","18","George Hirst","","missing_zh_label","George_Hirst_(footballer)","FW","1999-02-15","Ipswich Town","The Football Association","10","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","19","Lewis Ferguson","","missing_zh_label","Lewis_Ferguson","MF","1999-08-24","Bologna","Italian Football Federation","24","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","20","Lawrence Shankland","","missing_zh_label","Lawrence_Shankland","FW","1995-08-10","Heart of Midlothian","Scottish Football Association","20","7","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","21","Craig Gordon","","missing_zh_label","Craig_Gordon","GK","1982-12-31","Heart of Midlothian","Scottish Football Association","84","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","22","Nathan Patterson","","missing_zh_label","Nathan_Patterson_(footballer)","DF","2001-10-16","Everton","The Football Association","26","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","23","Kenny McLean","","missing_zh_label","Kenny_McLean","MF","1992-01-08","Norwich City","The Football Association","58","3","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","24","Anthony Ralston","","missing_zh_label","Anthony_Ralston","DF","1998-11-16","Celtic","Scottish Football Association","27","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","25","Findlay Curtis","","missing_zh_label","Findlay_Curtis","FW","2006-06-09","Kilmarnock","Scottish Football Association","3","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Scotland","26","Scott McKenna","","missing_zh_label","Scott_McKenna","DF","1996-11-12","Dinamo Zagreb","Croatian Football Federation","50","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","1","Johny Placide","","missing_zh_label","Johny_Placide","GK","1988-01-29","Bastia","French Football Federation","82","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","2","Carlens Arcus","","missing_zh_label","Carlens_Arcus","DF","1996-06-28","Angers","French Football Federation","56","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","3","Keeto Thermoncy","","missing_zh_label","Keeto_Thermoncy","DF","2006-03-29","Young Boys","Swiss Football Association","1","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","4","Ricardo Adé","","missing_zh_label","Ricardo_Adé","DF","1990-05-21","LDU Quito","Ecuadorian Football Federation","59","2","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","5","Hannes Delcroix","","missing_zh_label","Hannes_Delcroix","DF","1999-02-28","Lugano","Swiss Football Association","7","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","6","Carl Sainté","","missing_zh_label","Carl_Sainté","MF","2002-08-09","El Paso Locomotive FC","United States Soccer Federation","26","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","7","Derrick Etienne Jr.","","missing_zh_label","Derrick_Etienne_Jr.","FW","1996-11-25","Toronto FC","Canadian Soccer Association","51","8","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","8","Martin Expérience","","missing_zh_label","Martin_Expérience","DF","1999-03-09","Nancy","French Football Federation","21","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","9","Duckens Nazon","","missing_zh_label","Duckens_Nazon","FW","1994-04-07","Esteghlal","Football Federation Islamic Republic of Iran","82","44","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","10","Jean-Ricner Bellegarde","","missing_zh_label","Jean-Ricner_Bellegarde","MF","1998-06-27","Wolverhampton Wanderers","The Football Association","10","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","11","Louicius Deedson","","missing_zh_label","Louicius_Deedson","FW","2001-02-11","FC Dallas","United States Soccer Federation","32","10","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","12","Alexandre Pierre","","missing_zh_label","Alexandre_Pierre","GK","2001-02-25","Sochaux","French Football Federation","16","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","13","Duke Lacroix","","missing_zh_label","Duke_Lacroix","DF","1993-10-14","Colorado Springs Switchbacks FC","United States Soccer Federation","16","3","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","14","Garven Metusala","","missing_zh_label","Garven_Metusala","DF","1999-12-31","Colorado Springs Switchbacks FC","United States Soccer Federation","16","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","15","Ruben Providence","","missing_zh_label","Ruben_Providence","FW","2001-07-07","Almere City","Royal Dutch Football Association","15","3","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","16","Lenny Joseph","","missing_zh_label","Lenny_Joseph","FW","2000-10-12","Ferencváros","Hungarian Football Federation","2","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","17","Danley Jean Jacques","","missing_zh_label","Danley_Jean_Jacques","MF","2000-05-20","Philadelphia Union","United States Soccer Federation","31","6","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","18","Wilson Isidor","","missing_zh_label","Wilson_Isidor","FW","2000-08-27","Sunderland","The Football Association","4","2","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","19","Yassin Fortuné","","missing_zh_label","Yassin_Fortuné","FW","1999-01-30","Vizela","Portuguese Football Federation","4","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","20","Frantzdy Pierrot","","missing_zh_label","Frantzdy_Pierrot","FW","1995-03-29","Çaykur Rizespor","Turkish Football Federation","51","34","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","21","Josué Casimir","","missing_zh_label","Josué_Casimir","FW","2001-09-24","Auxerre","French Football Federation","7","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","22","Jean-Kévin Duverne","","missing_zh_label","Jean-Kévin_Duverne","DF","1997-07-12","Gent","Royal Belgian Football Association","17","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","23","Josué Duverger","","missing_zh_label","Josué_Duverger","GK","2000-04-27","Cosmos Koblenz","German Football Association","7","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","24","Wilguens Paugain","","missing_zh_label","Wilguens_Paugain","DF","2001-08-24","Zulte Waregem","Royal Belgian Football Association","8","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","25","Dominique Simon","","missing_zh_label","Dominique_Simon","MF","2000-07-29","Tatran Prešov","Slovak Football Association","2","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Haiti","26","Woodensky Pierre","","missing_zh_label","Woodensky_Pierre","MF","2004-12-30","Violette","Haitian Football Federation","1","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","1","Matt Turner","","missing_zh_label","Matt_Turner_(soccer)","GK","1994-06-24","New England Revolution","United States Soccer Federation","54","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","2","Sergiño Dest","","missing_zh_label","Sergiño_Dest","DF","2000-11-03","PSV Eindhoven","Royal Dutch Football Association","39","3","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","3","Chris Richards","","missing_zh_label","Chris_Richards_(soccer)","DF","2000-03-28","Crystal Palace","The Football Association","36","3","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","4","Tyler Adams","","missing_zh_label","Tyler_Adams","MF","1999-02-14","Bournemouth","The Football Association","54","2","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","5","Antonee Robinson","","missing_zh_label","Antonee_Robinson","DF","1997-08-08","Fulham","The Football Association","54","5","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","6","Auston Trusty","","missing_zh_label","Auston_Trusty","DF","1998-08-12","Celtic","Scottish Football Association","8","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","7","Giovanni Reyna","","missing_zh_label","Giovanni_Reyna","MF","2002-11-13","Borussia Mönchengladbach","German Football Association","38","9","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","8","Weston McKennie","","missing_zh_label","Weston_McKennie","MF","1998-08-28","Juventus","Italian Football Federation","66","12","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","9","Ricardo Pepi","","missing_zh_label","Ricardo_Pepi","FW","2003-01-09","PSV Eindhoven","Royal Dutch Football Association","37","13","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","10","Christian Pulisic","","missing_zh_label","Christian_Pulisic","FW","1998-09-18","Milan","Italian Football Federation","86","33","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","11","Brenden Aaronson","","missing_zh_label","Brenden_Aaronson","FW","2000-10-22","Leeds United","The Football Association","58","9","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","12","Miles Robinson","","missing_zh_label","Miles_Robinson_(soccer)","DF","1997-03-14","FC Cincinnati","United States Soccer Federation","40","3","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","13","Tim Ream","","missing_zh_label","Tim_Ream","DF","1987-10-05","Charlotte FC","United States Soccer Federation","82","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","14","Sebastian Berhalter","","missing_zh_label","Sebastian_Berhalter","MF","2001-05-10","Vancouver Whitecaps FC","Canadian Soccer Association","13","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","15","Cristian Roldan","","missing_zh_label","Cristian_Roldan","MF","1995-06-03","Seattle Sounders FC","United States Soccer Federation","47","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","16","Alex Freeman","","missing_zh_label","Alex_Freeman","DF","2004-08-09","Villarreal","Royal Spanish Football Federation","17","2","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","17","Malik Tillman","","missing_zh_label","Malik_Tillman","MF","2002-05-28","Bayer Leverkusen","German Football Association","30","3","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","18","Max Arfsten","","missing_zh_label","Max_Arfsten","DF","2001-04-19","Columbus Crew","United States Soccer Federation","20","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","19","Haji Wright","","missing_zh_label","Haji_Wright","FW","1998-03-27","Coventry City","The Football Association","20","7","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","20","Folarin Balogun","","missing_zh_label","Folarin_Balogun","FW","2001-07-03","Monaco","French Football Federation","27","9","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","21","Timothy Weah","","missing_zh_label","Timothy_Weah","FW","2000-02-22","Marseille","French Football Federation","51","7","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","22","Mark McKenzie","","missing_zh_label","Mark_McKenzie_(soccer,_born_1999)","DF","1999-02-25","Toulouse","French Football Federation","29","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","23","Joe Scally","","missing_zh_label","Joe_Scally","DF","2002-12-31","Borussia Mönchengladbach","German Football Association","26","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","24","Matt Freese","","missing_zh_label","Matt_Freese","GK","1998-09-02","New York City FC","United States Soccer Federation","15","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","25","Chris Brady","","missing_zh_label","Chris_Brady_(soccer)","GK","2004-03-03","Chicago Fire FC","United States Soccer Federation","1","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"United States","26","Alejandro Zendejas","","missing_zh_label","Alejandro_Zendejas","FW","1998-02-07","América","Mexican Football Federation","14","2","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","1","Gatito Fernández","","missing_zh_label","Gatito_Fernández","GK","1988-03-29","Cerro Porteño","Paraguayan Football Association","31","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","2","Gustavo Velázquez","","missing_zh_label","Gustavo_Velázquez","DF","1991-04-17","Cerro Porteño","Paraguayan Football Association","13","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","3","Omar Alderete","","missing_zh_label","Omar_Alderete","DF","1996-12-26","Sunderland","The Football Association","36","3","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","4","Juan José Cáceres","","missing_zh_label","Juan_José_Cáceres","DF","2000-06-01","Dynamo Moscow","Russian Football Union","17","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","5","Fabián Balbuena","","missing_zh_label","Fabián_Balbuena","DF","1991-08-23","Grêmio","Brazilian Football Confederation","48","2","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","6","Júnior Alonso","","missing_zh_label","Júnior_Alonso","DF","1993-02-09","Atlético Mineiro","Brazilian Football Confederation","71","3","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","7","Ramón Sosa","","missing_zh_label","Ramón_Sosa","MF","1999-08-31","Palmeiras","Brazilian Football Confederation","29","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","8","Diego Gómez","","missing_zh_label","Diego_Gómez_(Paraguayan_footballer)","MF","2003-03-27","Brighton & Hove Albion","The Football Association","24","3","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","9","Antonio Sanabria","","missing_zh_label","Antonio_Sanabria","FW","1996-03-04","Cremonese","Italian Football Federation","48","7","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","10","Miguel Almirón","","missing_zh_label","Miguel_Almirón","MF","1994-02-10","Atlanta United FC","United States Soccer Federation","76","10","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","11","Maurício","","missing_zh_label","Maurício_(footballer,_born_2001)","MF","2001-06-22","Palmeiras","Brazilian Football Confederation","3","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","12","Orlando Gill","","missing_zh_label","Orlando_Gill","GK","2000-06-11","San Lorenzo","Argentine Football Association","6","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","13","José Canale","","missing_zh_label","José_Canale","DF","1996-07-20","Lanús","Argentine Football Association","2","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","14","Andrés Cubas","安德烈斯·库巴斯","wikidata_zh_label","Andrés_Cubas","MF","1996-05-11","Vancouver Whitecaps FC","Canadian Soccer Association","33","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","15","Gustavo Gómez","古斯塔沃·戈麦斯","wikidata_zh_label","Gustavo_Gómez","DF","1993-05-06","Palmeiras","Brazilian Football Confederation","89","4","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","16","Damián Bobadilla","","missing_zh_label","Damián_Bobadilla","MF","2001-07-11","São Paulo","Brazilian Football Confederation","19","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","17","Kaku","亞歷杭德羅·羅梅羅","wikidata_zh_label","Kaku_(footballer)","FW","1995-01-11","Al Ain","United Arab Emirates Football Association","33","6","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","18","Álex Arce","","missing_zh_label","Álex_Arce","FW","1995-06-16","Independiente Rivadavia","Argentine Football Association","15","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","19","Julio Enciso","胡利奥·恩西索","wikidata_zh_label","Julio_Enciso_(footballer,_born_2004)","FW","2004-01-23","Strasbourg","French Football Federation","32","4","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","20","Braian Ojeda","布赖恩·奥赫达","wikidata_zh_label","Braian_Ojeda","MF","2000-06-27","Orlando City SC","United States Soccer Federation","17","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","21","Gabriel Ávalos","加布里埃尔·阿瓦洛斯","wikidata_zh_label","Gabriel_Ávalos","FW","1991-07-09","Independiente","Argentine Football Association","23","2","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","22","Gastón Olveira","","missing_zh_label","Gastón_Olveira","GK","1993-04-21","Olimpia","Paraguayan Football Association","1","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","23","Matías Galarza","","missing_zh_label","Matías_Galarza_(Paraguayan_footballer)","MF","2002-02-11","Atlanta United FC","United States Soccer Federation","15","3","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Paraguay","24","Gustavo Caballero","","missing_zh_label","Gustavo_Caballero","MF","2001-09-21","Portsmouth","The Football Association","2","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
